KALV,NASDAQ,"KALVISTA PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
KAMN,NYSE,KAMAN CORPORATION,CONSUMER DURABLES,INDUSTRIAL SPECIALTIES	
KANG,NASDAQ,"IKANG HEALTHCARE GROUP; INC.",HEALTH CARE,MEDICAL/NURSING SERVICES	
KAP,NYSE,"KCAP FINANCIAL; INC.",N/A,N/A	
KAR,NYSE,"KAR AUCTION SERVICES; INC",CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
KB,NYSE,KB FINANCIAL GROUP INC,FINANCE,COMMERCIAL BANKS	
KBAL,NASDAQ,"KIMBALL INTERNATIONAL; INC.",CONSUMER DURABLES,HOME FURNISHINGS	
KBH,NYSE,KB HOME,CAPITAL GOODS,HOMEBUILDING	
KBLM,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES	
KBLMR,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES	
KBLMU,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES	
KBLMW,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES	
KBR,NYSE,"KBR; INC.",BASIC INDUSTRIES,MILITARY/GOVERNMENT/TECHNICAL	
KBSF,NASDAQ,KBS FASHION GROUP LIMITED,CONSUMER NON-DURABLES,APPAREL	
KBWB,NASDAQ,POWERSHARES KBW BANK PORTFOLIO,N/A,N/A	
KBWD,NASDAQ,POWERSHARES KBW HIGH DIVIDEND YIELD FINANCIAL PORTFOLIO,N/A,N/A	
KBWP,NASDAQ,POWERSHARES KBW PROPERTY & CASUALTY INSURANCE PORTFOLIO,N/A,N/A	
KBWR,NASDAQ,POWERSHARES KBW REGIONAL BANKING PORTFOLIO,N/A,N/A	
KBWY,NASDAQ,POWERSHARES KBW PREMIUM YIELD EQUITY REIT PORTFOLIO,N/A,N/A	
KCAP,NASDAQ,"KCAP FINANCIAL; INC.",N/A,N/A	
KCAPL,NASDAQ,"KCAP FINANCIAL; INC.",N/A,N/A	
KDMN,NYSE,"KADMON HOLDINGS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
KE,NASDAQ,"KIMBALL ELECTRONICS; INC.",TECHNOLOGY,ELECTRICAL PRODUCTS	
KED,NYSE,KAYNE ANDERSON ENERGY DEVELOPMENT COMPANY,N/A,N/A	
KEG,NYSE,"KEY ENERGY SERVICES; INC.",ENERGY,OILFIELD SERVICES/EQUIPMENT	
KELYA,NASDAQ,"KELLY SERVICES; INC.",TECHNOLOGY,PROFESSIONAL SERVICES	
KELYB,NASDAQ,"KELLY SERVICES; INC.",TECHNOLOGY,PROFESSIONAL SERVICES	
KEM,NYSE,KEMET CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS	
KEN,NYSE,KENON HOLDINGS LTD.,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL	
KEP,NYSE,KOREA ELECTRIC POWER CORPORATION,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL	
KEQU,NASDAQ,KEWAUNEE SCIENTIFIC CORPORATION,CAPITAL GOODS,MEDICAL SPECIALITIES	
KERX,NASDAQ,"KERYX BIOPHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
KEX,NYSE,KIRBY CORPORATION,CONSUMER SERVICES,MARINE TRANSPORTATION	
KEY,NYSE,KEYCORP,FINANCE,MAJOR BANKS	
KEYS,NYSE,KEYSIGHT TECHNOLOGIES INC.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
KEYW,NASDAQ,THE KEYW HOLDING CORPORATION,TECHNOLOGY,EDP SERVICES	
KEY^I,NYSE,KEYCORP,N/A,N/A	
KF,NYSE,"KOREA FUND; INC. (THE)",N/A,N/A	
KFFB,NASDAQ,KENTUCKY FIRST FEDERAL BANCORP,FINANCE,SAVINGS INSTITUTIONS	
KFRC,NASDAQ,"KFORCE; INC.",TECHNOLOGY,PROFESSIONAL SERVICES	
KFS,NYSE,"KINGSWAY FINANCIAL SERVICES; INC.",FINANCE,PROPERTY-CASUALTY INSURERS	
KFY,NYSE,KORN/FERRY INTERNATIONAL,TECHNOLOGY,DIVERSIFIED COMMERCIAL SERVICES	
KGC,NYSE,KINROSS GOLD CORPORATION,BASIC INDUSTRIES,PRECIOUS METALS	
KGJI,NASDAQ,KINGOLD JEWELRY INC.,MISCELLANEOUS,BUSINESS SERVICES	
KHC,NASDAQ,THE KRAFT HEINZ COMPANY,CONSUMER NON-DURABLES,PACKAGED FOODS	
KIDS,NASDAQ,ORTHOPEDIATRICS CORP.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
KIM,NYSE,KIMCO REALTY CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
KIM^I,NYSE,KIMCO REALTY CORPORATION,N/A,N/A	
KIM^J,NYSE,KIMCO REALTY CORPORATION,N/A,N/A	
KIM^K,NYSE,KIMCO REALTY CORPORATION,N/A,N/A	
KIM^L,NYSE,KIMCO REALTY CORPORATION,N/A,N/A	
KIM^M,NYSE,KIMCO REALTY CORPORATION,N/A,N/A	
KIN,NASDAQ,"KINDRED BIOSCIENCES; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
KINS,NASDAQ,"KINGSTONE COMPANIES; INC",FINANCE,PROPERTY-CASUALTY INSURERS	
KIO,NYSE,KKR INCOME OPPORTUNITIES FUND,N/A,N/A	
KIRK,NASDAQ,"KIRKLAND&#39;S; INC.",CONSUMER SERVICES,OTHER SPECIALTY STORES	
KKR,NYSE,KKR & CO. L.P.,FINANCE,INVESTMENT MANAGERS	
KKR^A,NYSE,KKR & CO. L.P.,N/A,N/A	
KKR^B,NYSE,KKR & CO. L.P.,N/A,N/A	
KL,NYSE,KIRKLAND LAKE GOLD LTD.,BASIC INDUSTRIES,PRECIOUS METALS	
KLAC,NASDAQ,KLA-TENCOR CORPORATION,CAPITAL GOODS,ELECTRONIC COMPONENTS	
KLIC,NASDAQ,"KULICKE AND SOFFA INDUSTRIES; INC.",TECHNOLOGY,SEMICONDUCTORS	
KLXI,NASDAQ,KLX INC.,CAPITAL GOODS,AEROSPACE	
KMB,NYSE,KIMBERLY-CLARK CORPORATION,CONSUMER DURABLES,CONTAINERS/PACKAGING	
KMDA,NASDAQ,KAMADA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS	
KMF,NYSE,"KAYNE ANDERSON MIDSTREAM ENERGY FUND; INC",N/A,N/A	
KMG,NYSE,"KMG CHEMICALS; INC.",BASIC INDUSTRIES,MAJOR CHEMICALS	
KMI,NYSE,"KINDER MORGAN; INC.",PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION	
KMI^A,NYSE,"KINDER MORGAN; INC.",N/A,N/A	
KMM,NYSE,SCUDDER MULTI-MARKET INCOME TRUST,N/A,N/A	
KMPA,NYSE,KEMPER CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS	
KMPH,NASDAQ,"KEMPHARM; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
KMPR,NYSE,KEMPER CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS	
KMT,NYSE,KENNAMETAL INC.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
KMX,NYSE,CARMAX INC,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
KN,NYSE,KNOWLES CORPORATION,CONSUMER NON-DURABLES,CONSUMER ELECTRONICS/APPLIANCES	
KND,NYSE,"KINDRED HEALTHCARE; INC.",HEALTH CARE,HOSPITAL/NURSING MANAGEMENT	
KNDI,NASDAQ,"KANDI TECHNOLOGIES GROUP; INC.",CAPITAL GOODS,AUTO MANUFACTURING	
KNL,NYSE,"KNOLL; INC.",CONSUMER DURABLES,OFFICE EQUIPMENT/SUPPLIES/SERVICES	
KNOP,NYSE,KNOT OFFSHORE PARTNERS LP,CONSUMER SERVICES,MARINE TRANSPORTATION	
KNSL,NASDAQ,"KINSALE CAPITAL GROUP; INC.",FINANCE,PROPERTY-CASUALTY INSURERS	
KNX,NYSE,"KNIGHT TRANSPORTATION; INC.",TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES	
KO,NYSE,COCA-COLA COMPANY (THE),CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)	
KODK,NYSE,EASTMAN KODAK COMPANY,MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS	
KODK.WS,NYSE,EASTMAN KODAK COMPANY,N/A,N/A	
KODK.WS.A,NYSE,EASTMAN KODAK COMPANY,N/A,N/A	
KOF,NYSE,COCA COLA FEMSA S.A.B. DE C.V.,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)	
KONA,NASDAQ,"KONA GRILL; INC.",CONSUMER SERVICES,RESTAURANTS	
KONE,NASDAQ,KINGTONE WIRELESSINFO SOLUTION HOLDING LTD,TECHNOLOGY,EDP SERVICES	
KOOL,NASDAQ,CESCA THERAPEUTICS INC.,CAPITAL GOODS,MEDICAL SPECIALITIES	
KOP,NYSE,KOPPERS HOLDINGS INC.,BASIC INDUSTRIES,FOREST PRODUCTS	
KOPN,NASDAQ,KOPIN CORPORATION,TECHNOLOGY,SEMICONDUCTORS	
KORS,NYSE,MICHAEL KORS HOLDINGS LIMITED,CONSUMER NON-DURABLES,APPAREL	
KOS,NYSE,KOSMOS ENERGY LTD.,ENERGY,OIL & GAS PRODUCTION	
KOSS,NASDAQ,KOSS CORPORATION,CONSUMER NON-DURABLES,CONSUMER ELECTRONICS/APPLIANCES	
KPTI,NASDAQ,KARYOPHARM THERAPEUTICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS	
KR,NYSE,KROGER COMPANY (THE),CONSUMER SERVICES,FOOD CHAINS	
KRA,NYSE,KRATON CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS	
KRC,NYSE,KILROY REALTY CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
KREF,NYSE,KKR REAL ESTATE FINANCE TRUST INC.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
KRG,NYSE,KITE REALTY GROUP TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
KRMA,NASDAQ,GLOBAL X CONSCIOUS COMPANIES ETF,N/A,N/A	
KRNT,NASDAQ,KORNIT DIGITAL LTD.,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
KRNY,NASDAQ,KEARNY FINANCIAL,FINANCE,SAVINGS INSTITUTIONS	
KRO,NYSE,KRONOS WORLDWIDE INC,BASIC INDUSTRIES,MAJOR CHEMICALS	
KRP,NYSE,KIMBELL ROYALTY PARTNERS,ENERGY,OIL & GAS PRODUCTION	
KRYS,NASDAQ,"KRYSTAL BIOTECH; INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
KS,NYSE,KAPSTONE PAPER AND PACKAGING CORPORATION,BASIC INDUSTRIES,PAPER	
KSM,NYSE,SCUDDER STRATEGIC MUNICIPLE INCOME TRUST,N/A,N/A	
KSS,NYSE,KOHL&#39;S CORPORATION,CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES	
KST,NYSE,SCUDDER STRATEGIC INCOME TRUST,N/A,N/A	
KSU,NYSE,KANSAS CITY SOUTHERN,TRANSPORTATION,RAILROADS	
KSU^,NYSE,KANSAS CITY SOUTHERN,TRANSPORTATION,RAILROADS	
KT,NYSE,KT CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
KTCC,NASDAQ,KEY TRONIC CORPORATION,TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT	
KTF,NYSE,SCUDDER MUNICIPLE INCOME TRUST,N/A,N/A	
KTH,NYSE,LEHMAN ABS CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES	
KTN,NYSE,LEHMAN ABS CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES	
KTOS,NASDAQ,"KRATOS DEFENSE & SECURITY SOLUTIONS; INC.",CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL	
KTOV,NASDAQ,KITOV PHARMA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS	
KTOVW,NASDAQ,KITOV PHARMA LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS	
KTP,NYSE,LEHMAN ABS CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES	
KTWO,NASDAQ,"K2M GROUP HOLDINGS; INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
KURA,NASDAQ,"KURA ONCOLOGY; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
KVHI,NASDAQ,"KVH INDUSTRIES; INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT	
KW,NYSE,KENNEDY-WILSON HOLDINGS INC.,FINANCE,REAL ESTATE	
KWEB,NASDAQ,KRANESHARES TRUST KRANESHARES CSI CHINA INTERNET ETF,N/A,N/A	
KWR,NYSE,QUAKER CHEMICAL CORPORATION,BASIC INDUSTRIES,MAJOR CHEMICALS	
KYE,NYSE,"KAYNE ANDERSON ENERGY TOTAL RETURN FUND; INC.",N/A,N/A	
KYN,NYSE,KAYNE ANDERSON MLP INVESTMENT COMPANY,N/A,N/A	
KYN^F,NYSE,KAYNE ANDERSON MLP INVESTMENT COMPANY,N/A,N/A	
KYO,NYSE,KYOCERA CORPORATION,TECHNOLOGY,SEMICONDUCTORS	
KZIA,NASDAQ,KAZIA THERAPEUTICS LIMITED,CAPITAL GOODS,MISCELLANEOUS	
L,NYSE,LOEWS CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS	
LABL,NASDAQ,MULTI-COLOR CORPORATION,MISCELLANEOUS,PUBLISHING	
LAC,NYSE,LITHIUM AMERICAS CORP.,BASIC INDUSTRIES,PRECIOUS METALS	
LACQ,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES	
LACQU,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES	
LACQW,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES	
LAD,NYSE,"LITHIA MOTORS; INC.",CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
LADR,NYSE,LADDER CAPITAL CORP,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
LAKE,NASDAQ,"LAKELAND INDUSTRIES; INC.",HEALTH CARE,INDUSTRIAL SPECIALTIES	
LALT,NASDAQ,POWERSHARES MULTI-STRATEGY ALTERNATIVE PORTFOLIO,N/A,N/A	
LAMR,NASDAQ,LAMAR ADVERTISING COMPANY,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
LANC,NASDAQ,LANCASTER COLONY CORPORATION,CONSUMER NON-DURABLES,PACKAGED FOODS	
LAND,NASDAQ,GLADSTONE LAND CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
LANDP,NASDAQ,GLADSTONE LAND CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
LARK,NASDAQ,LANDMARK BANCORP INC.,FINANCE,MAJOR BANKS	
LASR,NASDAQ,"NLIGHT; INC.",TECHNOLOGY,SEMICONDUCTORS	
LAUR,NASDAQ,"LAUREATE EDUCATION; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
LAWS,NASDAQ,"LAWSON PRODUCTS; INC.",CONSUMER DURABLES,INDUSTRIAL SPECIALTIES	
LAYN,NASDAQ,LAYNE CHRISTENSEN COMPANY,BASIC INDUSTRIES,ENGINEERING & CONSTRUCTION	
LAZ,NYSE,LAZARD LTD.,FINANCE,INVESTMENT MANAGERS	
LAZY,NASDAQ,"LAZYDAYS HOLDINGS; INC.",CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
LB,NYSE,"L BRANDS; INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES	
LBAI,NASDAQ,"LAKELAND BANCORP; INC.",FINANCE,MAJOR BANKS	
LBC,NASDAQ,LUTHER BURBANK CORPORATION,FINANCE,MAJOR BANKS	
LBIX,NASDAQ,LEADING BRANDS INC,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)	
LBRDA,NASDAQ,LIBERTY BROADBAND CORPORATION,CONSUMER SERVICES,TELEVISION SERVICES	
LBRDK,NASDAQ,LIBERTY BROADBAND CORPORATION,CONSUMER SERVICES,TELEVISION SERVICES	
LBRT,NYSE,LIBERTY OILFIELD SERVICES INC.,ENERGY,OILFIELD SERVICES/EQUIPMENT	
LBTYA,NASDAQ,LIBERTY GLOBAL PLC,CONSUMER SERVICES,TELEVISION SERVICES	
LBTYB,NASDAQ,LIBERTY GLOBAL PLC,CONSUMER SERVICES,TELEVISION SERVICES	
LBTYK,NASDAQ,LIBERTY GLOBAL PLC,CONSUMER SERVICES,TELEVISION SERVICES	
LC,NYSE,LENDINGCLUB CORPORATION,MISCELLANEOUS,BUSINESS SERVICES	
LCA,NASDAQ,"LANDCADIA HOLDINGS; INC.",FINANCE,BUSINESS SERVICES	
LCAHU,NASDAQ,"LANDCADIA HOLDINGS; INC.",FINANCE,BUSINESS SERVICES	
LCAHW,NASDAQ,"LANDCADIA HOLDINGS; INC.",FINANCE,BUSINESS SERVICES	
LCI,NYSE,LANNETT CO INC,HEALTH CARE,MAJOR PHARMACEUTICALS	
LCII,NYSE,LCI INDUSTRIES,CAPITAL GOODS,AUTO PARTS:O.E.M.	
LCM,NYSE,ADVENT/CLAYMORE ENHANCED GROWTH & INCOME FUND,N/A,N/A	
LCNB,NASDAQ,LCNB CORPORATION,FINANCE,MAJOR BANKS	
LCUT,NASDAQ,"LIFETIME BRANDS; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
LDF,NYSE,"LATIN AMERICAN DISCOVERY FUND; INC. (THE)",N/A,N/A	
LDL,NYSE,"LYDALL; INC.",CAPITAL GOODS,AUTO PARTS:O.E.M.	
LDOS,NYSE,"LEIDOS HOLDINGS; INC.",TECHNOLOGY,EDP SERVICES	
LDP,NYSE,"COHEN & STEERS LIMITED DURATION PREFERRED AND INCOME FUND; INC",N/A,N/A	
LDRI,NASDAQ,POWERSHARES LADDERRITE 0-5 YEAR CORPORATE BOND PORTFOLIO,N/A,N/A	
LE,NASDAQ,"LANDS&#39; END; INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES	
LEA,NYSE,LEAR CORPORATION,CAPITAL GOODS,AUTO PARTS:O.E.M.	
LECO,NASDAQ,"LINCOLN ELECTRIC HOLDINGS; INC.",TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS	
LEDS,NASDAQ,SEMILEDS CORPORATION,TECHNOLOGY,SEMICONDUCTORS	
LEE,NYSE,"LEE ENTERPRISES; INCORPORATED",CONSUMER SERVICES,NEWSPAPERS/MAGAZINES	
LEG,NYSE,"LEGGETT & PLATT; INCORPORATED",CONSUMER DURABLES,HOME FURNISHINGS	
LEGR,NASDAQ,FIRST TRUST INDXX INNOVATIVE TRANSACTION & PROCESS ETF,N/A,N/A	
LEJU,NYSE,LEJU HOLDINGS LIMITED,FINANCE,REAL ESTATE	
LEN,NYSE,LENNAR CORPORATION,BASIC INDUSTRIES,HOMEBUILDING	
LEN.B,NYSE,LENNAR CORPORATION,BASIC INDUSTRIES,HOMEBUILDING	
LENS,NASDAQ,PRESBIA PLC,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
LEO,NYSE,"DREYFUS STRATEGIC MUNICIPALS; INC.",N/A,N/A	
LEVL,NASDAQ,"LEVEL ONE BANCORP; INC.",FINANCE,MAJOR BANKS	
LEXEA,NASDAQ,"LIBERTY EXPEDIA HOLDINGS; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
LEXEB,NASDAQ,"LIBERTY EXPEDIA HOLDINGS; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
LFC,NYSE,CHINA LIFE INSURANCE COMPANY LIMITED,FINANCE,LIFE INSURANCE	
LFGR,NYSE,LEAF GROUP LTD.,TECHNOLOGY,EDP SERVICES	
LFIN,NASDAQ,LONGFIN CORP,TECHNOLOGY,EDP SERVICES	
LFUS,NASDAQ,"LITTELFUSE; INC.",CONSUMER DURABLES,ELECTRICAL PRODUCTS	
LFVN,NASDAQ,LIFEVANTAGE CORPORATION,HEALTH CARE,MAJOR PHARMACEUTICALS	
LGC,NYSE,LEGACY ACQUISITION CORP.,FINANCE,BUSINESS SERVICES	
LGC.U,NYSE,LEGACY ACQUISITION CORP.,N/A,N/A	
LGC.WS,NYSE,LEGACY ACQUISITION CORP.,N/A,N/A	
LGCY,NASDAQ,LEGACY RESERVES LP,ENERGY,OIL & GAS PRODUCTION	
LGCYO,NASDAQ,LEGACY RESERVES LP,ENERGY,OIL & GAS PRODUCTION	
LGCYP,NASDAQ,LEGACY RESERVES LP,ENERGY,OIL & GAS PRODUCTION	
LGF.A,NYSE,LIONS GATE ENTERTAINMENT CORPORATION,N/A,N/A	
LGF.B,NYSE,LIONS GATE ENTERTAINMENT CORPORATION,N/A,N/A	
LGI,NYSE,LAZARD GLOBAL TOTAL RETURN AND INCOME FUND,N/A,N/A	
LGIH,NASDAQ,"LGI HOMES; INC.",CAPITAL GOODS,HOMEBUILDING	
LGND,NASDAQ,LIGAND PHARMACEUTICALS INCORPORATED,HEALTH CARE,MAJOR PHARMACEUTICALS	
LH,NYSE,LABORATORY CORPORATION OF AMERICA HOLDINGS,HEALTH CARE,MEDICAL SPECIALITIES	
LHC,NYSE,LEO HOLDINGS CORP.,FINANCE,BUSINESS SERVICES	
LHC.U,NYSE,LEO HOLDINGS CORP.,N/A,N/A	
LHC.WS,NYSE,LEO HOLDINGS CORP.,N/A,N/A	
LHCG,NASDAQ,LHC GROUP,HEALTH CARE,MEDICAL/NURSING SERVICES	
LHO,NYSE,LASALLE HOTEL PROPERTIES,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
LHO^I,NYSE,LASALLE HOTEL PROPERTIES,N/A,N/A	
LHO^J,NYSE,LASALLE HOTEL PROPERTIES,N/A,N/A	
LIFE,NASDAQ,"ATYR PHARMA; INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
LII,NYSE,"LENNOX INTERNATIONAL; INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
LILA,NASDAQ,LIBERTY LATIN AMERICA LTD.,CONSUMER SERVICES,TELEVISION SERVICES	
LILAK,NASDAQ,LIBERTY LATIN AMERICA LTD.,CONSUMER SERVICES,TELEVISION SERVICES	
LINC,NASDAQ,LINCOLN EDUCATIONAL SERVICES CORPORATION,CONSUMER SERVICES,OTHER CONSUMER SERVICES	
LIND,NASDAQ,LINDBLAD EXPEDITIONS HOLDINGS INC.,CONSUMER SERVICES,TRANSPORTATION SERVICES	
LINDW,NASDAQ,LINDBLAD EXPEDITIONS HOLDINGS INC.,CONSUMER SERVICES,TRANSPORTATION SERVICES	
LINK,NASDAQ,"INTERLINK ELECTRONICS; INC.",TECHNOLOGY,COMPUTER PERIPHERAL EQUIPMENT	
LINU,NASDAQ,LINIU TECHNOLOGY GROUP,CONSUMER SERVICES,SERVICES-MISC. AMUSEMENT & RECREATION	
LION,NASDAQ,FIDELITY SOUTHERN CORPORATION,FINANCE,MAJOR BANKS	
LITB,NYSE,"LIGHTINTHEBOX HOLDING CO.; LTD.",CONSUMER SERVICES,CATALOG/SPECIALTY DISTRIBUTION	
LITE,NASDAQ,LUMENTUM HOLDINGS INC.,CONSUMER DURABLES,TELECOMMUNICATIONS EQUIPMENT	
LIVE,NASDAQ,LIVE VENTURES INCORPORATED,FINANCE,FINANCE/INVESTORS SERVICES	
LIVN,NASDAQ,LIVANOVA PLC,HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS	
LIVX,NASDAQ,"LIVEXLIVE MEDIA; INC.",CONSUMER SERVICES,RESTAURANTS	
LJPC,NASDAQ,LA JOLLA PHARMACEUTICAL COMPANY,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
LKFN,NASDAQ,LAKELAND FINANCIAL CORPORATION,FINANCE,MAJOR BANKS	
LKM,NYSE,LINK MOTION INC.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
LKOR,NASDAQ,FLEXSHARES CREDIT-SCORED US LONG CORPORATE BOND INDEX FUND,N/A,N/A	
LKQ,NASDAQ,LKQ CORPORATION,CONSUMER SERVICES,MOTOR VEHICLES	
LKSD,NYSE,"LSC COMMUNICATIONS; INC.",MISCELLANEOUS,PUBLISHING	
LL,NYSE,"LUMBER LIQUIDATORS HOLDINGS; INC",CONSUMER SERVICES,RETAIL: BUILDING MATERIALS	
LLEX,NASDAQ,"LILIS ENERGY; INC.",ENERGY,OIL & GAS PRODUCTION	
LLIT,NASDAQ,LIANLUO SMART LIMITED,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
LLL,NYSE,"L3 TECHNOLOGIES; INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT	
LLNW,NASDAQ,"LIMELIGHT NETWORKS; INC.",MISCELLANEOUS,BUSINESS SERVICES	
LLY,NYSE,ELI LILLY AND COMPANY,HEALTH CARE,MAJOR PHARMACEUTICALS	
LM,NYSE,"LEGG MASON; INC.",FINANCE,INVESTMENT MANAGERS	
LMAT,NASDAQ,"LEMAITRE VASCULAR; INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
LMB,NASDAQ,"LIMBACH HOLDINGS; INC.",BASIC INDUSTRIES,ENGINEERING & CONSTRUCTION	
LMBS,NASDAQ,FIRST TRUST LOW DURATION OPPORTUNITIES ETF,N/A,N/A	
LMFA,NASDAQ,"LM FUNDING AMERICA; INC.",FINANCE,FINANCE: CONSUMER SERVICES	
LMFAW,NASDAQ,"LM FUNDING AMERICA; INC.",FINANCE,FINANCE: CONSUMER SERVICES	
LMHA,NYSE,"LEGG MASON; INC.",FINANCE,INVESTMENT MANAGERS	
LMHB,NYSE,"LEGG MASON; INC.",FINANCE,INVESTMENT MANAGERS	
LMNR,NASDAQ,LIMONEIRA CO,CONSUMER NON-DURABLES,FARMING/SEEDS/MILLING	
LMNX,NASDAQ,LUMINEX CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
LMRK,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE	
LMRKN,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE	
LMRKO,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE	
LMRKP,NASDAQ,LANDMARK INFRASTRUCTURE PARTNERS LP,CONSUMER SERVICES,REAL ESTATE	
LMT,NYSE,LOCKHEED MARTIN CORPORATION,CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL	
LN,NYSE,LINE CORPORATION,TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING; DATA PROCESSING"	
LNC,NYSE,LINCOLN NATIONAL CORPORATION,FINANCE,LIFE INSURANCE	
LNC.WS,NYSE,LINCOLN NATIONAL CORPORATION,N/A,N/A	
